address,description,price,building_total_floors,num_bathrooms,lat,num_rooms,area,condition,floor,lng,price_sqm,building_type,ceiling_height
"Yerevan, Center, Glinka St","3 bedrooms apartment for sale in Glinka St, Center, Yerevan, 52406","135,000",6,1,40.15923630,3,138 sq. m.,newly repaired,3,44.51776180,978,stone,2.8 m
"Yerevan, Center, Tigran Mets Ave","3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 84912","85,000",4,1,40.16657640,3,87 sq. m.,newly repaired,4,44.51323540,977,stone,3.2 m
"Yerevan, Center, Saryan St","1 bedrooms apartment for sale in Saryan St, Center, Yerevan, 92513","90,000",10,1,40.18684870,1,42 sq. m.,newly repaired,4,44.50931670,"2,143",panel,2.8 m
"Yerevan, Center, G.Lusavorich St","2 bedrooms apartment for sale in G.Lusavorich St, Center, Yerevan, 67062","74,000",5,1,40.17582020,2,49 sq. m.,newly repaired,2,44.50451360,"1,510",stone,3 m
"Yerevan, Center, Pushkin St","2 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 94100","102,000",9,1,40.18559280,2,40 sq. m.,good,7,44.50889590,"2,550",other,3 m
"Yerevan, Center, Teryan St","1 bedrooms apartment for sale in new construction in Teryan St, Center, Yerevan, 85628","90,000",7,1,40.18163490,1,40 sq. m.,newly repaired,5,44.51260890,"2,250",monolit,3 m
"Yerevan, Center, Kajaznuni St","3 bedrooms apartment for sale in Kajaznuni St, Center, Yerevan, 93013","85,000",9,1,40.16882020,3,77 sq. m.,good,4,44.52045330,"1,104",panel,2.8 m
"Yerevan, Center, Hanrapetutyan St","1 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 92051","85,000",5,1,40.17789730,1,42 sq. m.,good,5,44.51898760,"2,024",stone,3 m
"Yerevan, Center, NarDos St","3 bedrooms apartment for sale in NarDos St, Center, Yerevan, 68726","115,000",4,1,40.16602170,3,98 sq. m.,newly repaired,4,44.51694160,"1,173",stone,3.2 m
"Yerevan, Center, Heratsi St","4 bedrooms apartment for sale in Heratsi St, Center, Yerevan, 59667","115,000",5,1,40.19173350,4,150 sq. m.,newly repaired,5,44.53048200,767,stone,2.8 m
"Yerevan, Center, Zavaryan St","2 bedrooms apartment for sale in Zavaryan St, Center, Yerevan, 88437","83,000",9,1,40.16672500,2,67 sq. m.,newly repaired,8,44.51391420,"1,239",panel,2.8 m
"Yerevan, Center, Saryan St","2 bedrooms apartment for sale in Saryan St, Center, Yerevan, 90545","127,000",8,1,40.18448120,2,68 sq. m.,newly repaired,5,44.50592760,"1,868",stone,2.8 m
"Yerevan, Center, Kajaznuni St","2 bedrooms apartment for sale in Kajaznuni St, Center, Yerevan, 72721","73,000",5,1,40.16867550,2,64 sq. m.,newly repaired,2,44.52025930,"1,141",stone,2.8 m
"Yerevan, Center, Tigran Mets Ave","4 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 21509","110,000",4,1,40.16657640,4,116 sq. m.,good,4,44.51323540,948,other,2.8 m
"Yerevan, Center, Agatangeghos St","3 bedrooms apartment for sale in Agatangeghos St, Center, Yerevan, 59423","72,000",10,1,40.17251530,3,70 sq. m.,good,9,44.51203080,"1,029",panel,2.8 m
"Yerevan, Center, Tsitsernakaberd Highway","2 bedrooms apartment for sale in new construction in Tsitsernakaberd Highway, Center, Yerevan, 91951","97,000",13,2,40.17937290,2,69 sq. m.,newly repaired,2,44.48996990,"1,406",monolit,3 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 90566","87,000",5,1,40.19349430,2,54 sq. m.,newly repaired,1,44.50991460,"1,611",monolit,3 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 94884","92,000",12,1,40.17065240,3,96 sq. m.,newly repaired,6,44.51762120,958,panel,3 m
"Yerevan, Center, Proshyan St","2 bedrooms apartment for sale in Proshyan St, Center, Yerevan, 93728","100,000",4,1,40.19151480,2,63 sq. m.,good,3,44.50409990,"1,587",stone,3 m
"Yerevan, Center, Sayat-Nova Ave","2 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 54695","112,000",10,1,40.18356850,2,48 sq. m.,newly repaired,4,44.52049620,"2,333",panel,2.8 m
"Yerevan, Center, Zakyan St","2 bedrooms apartment for sale in new construction in Zakyan St, Center, Yerevan, 94684","148,000",6,1,40.17710028,2,70 sq. m.,good,4,44.50938510,"2,114",monolit,3 m
"Yerevan, Center, Israelyan St","2 bedrooms apartment for sale in Israelyan St, Center, Yerevan, 95865","105,000",10,1,40.17826160,2,80 sq. m.,good,8,44.50106750,"1,313",panel,2.8 m
"Yerevan, Center, Zakyan St","4 bedrooms apartment for sale in Zakyan St, Center, Yerevan, 74215","135,000",5,1,40.17856470,4,108 sq. m.,newly repaired,2,44.50977880,"1,250",stone,2.8 m
"Yerevan, Center, Paronyan St","3 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 94674","117,000",9,1,40.18071660,3,103 sq. m.,good,4,44.49973760,"1,136",panel,2.8 m
"Yerevan, Center, Argishti St","3 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 97704","95,000",12,1,40.17377960,3,74 sq. m.,newly repaired,9,44.50421970,"1,284",monolit,3 m
"Yerevan, Center, Vardanants St","4 bedrooms apartment for sale in Vardanants St, Center, Yerevan, 62229","120,000",4,1,40.13643130,4,100 sq. m.,newly repaired,4,44.48931830,"1,200",stone,3.2 m
"Yerevan, Center, M.Khorenatsi St","2 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 87335","94,000",11,1,40.17365270,2,67 sq. m.,newly repaired,8,44.51114200,"1,403",monolit,3.2 m
"Yerevan, Center, Vardanants St","3 bedrooms apartment for sale in Vardanants St, Center, Yerevan, 45300","100,000",11,1,40.17267190,3,99 sq. m.,good,2,44.52160350,"1,010",other,2.8 m
"Yerevan, Center, Paronyan St","2 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 86899","90,000",9,1,40.17601613,2,80 sq. m.,newly repaired,3,44.50624902,"1,125",panel,2.8 m
"Yerevan, Center, Argishti St","3 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 97226","95,000",12,1,40.17396190,3,73 sq. m.,newly repaired,9,44.50324050,"1,301",monolit,3.2 m
"Yerevan, Center, Zavaryan St","3 bedrooms apartment for sale in Zavaryan St, Center, Yerevan, 82661","110,000",9,1,40.16668120,3,87 sq. m.,newly repaired,2,44.51163360,"1,264",panel,2.8 m
"Yerevan, Center, Pushkin St","2 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 91931","107,000",9,1,40.18471050,2,48 sq. m.,newly repaired,8,44.50923190,"2,229",monolit,2.8 m
"Yerevan, Center, D. Demirchyan St","3 bedrooms apartment for sale in D. Demirchyan St, Center, Yerevan, 69517","98,000",6,1,40.18775210,3,91 sq. m.,good,6,44.50752360,"1,077",stone,2.8 m
"Yerevan, Center, Paronyan St","2 bedrooms apartment for sale in new construction in Paronyan St, Center, Yerevan, 84835","95,000",12,1,40.18113120,2,73 sq. m.,zero condition,4,44.49921090,"1,301",monolit,3.2 m
"Yerevan, Center, Amiryan St","1 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 92532","89,000",9,1,40.18164280,1,39 sq. m.,newly repaired,5,44.50698330,"2,282",panel,2.8 m
"Yerevan, Center, Sayat-Nova Ave","2 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 96147","95,000",9,1,40.18206190,2,50 sq. m.,newly repaired,3,44.52088370,"1,900",panel,2.8 m
"Yerevan, Center, Vardanants St","2 bedrooms apartment for sale in Vardanants St, Center, Yerevan, 71491","90,000",4,1,40.17113320,2,90 sq. m.,good,2,44.52176230,"1,000",stone,3.2 m
"Yerevan, Center, Lalayants st","3 bedrooms apartment for sale in Lalayants st, Center, Yerevan, 85337","148,000",11,1,40.18720230,3,98 sq. m.,newly repaired,6,44.51520900,"1,510",panel,2.8 m
"Yerevan, Center, Mashtots Ave","2 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 91134","175,000",4,1,40.18309770,2,77 sq. m.,good,3,44.51041700,"2,273",stone,3 m
"Yerevan, Center, Khanjyan St","3 bedrooms apartment for sale in Khanjyan St, Center, Yerevan, 96297","93,000",5,1,40.17712220,3,74 sq. m.,newly repaired,4,44.52221270,"1,257",panel,2.8 m
"Yerevan, Center, Amiryan St","3 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 96398","185,000",9,1,40.18052690,3,89 sq. m.,good,2,44.50862630,"2,079",panel,2.8 m
"Yerevan, Center, Bryusov St","3 bedrooms apartment for sale in Bryusov St, Center, Yerevan, 92965","167,000",3,1,40.16793770,3,94 sq. m.,newly repaired,1,44.50423330,"1,777",stone,3 m
"Yerevan, Center, Antarayin St","3 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 91116","170,000",4,1,40.19349430,3,111 sq. m.,zero condition,4,44.50991460,"1,532",monolit,3 m
"Yerevan, Center, Mashtots Ave","3 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 62285","130,000",4,1,40.18373100,3,81 sq. m.,newly repaired,4,44.51118620,"1,605",stone,3.2 m
"Yerevan, Center, Zakyan St","4 bedrooms apartment for sale in Zakyan St, Center, Yerevan, 92960","128,000",5,1,40.17733710,4,110 sq. m.,good,2,44.50744470,"1,164",stone,2.6 m
"Yerevan, Center, Baghramyan Ave (Kentron)","3 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 95862","120,000",7,1,40.18973780,3,73 sq. m.,newly repaired,5,44.51351700,"1,644",other,3 m
"Yerevan, Center, Tigran Mets Ave","3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 75961","145,000",4,1,40.16657640,3,105 sq. m.,newly repaired,2,44.51323540,"1,381",stone,3.2 m
"Yerevan, Center, Vardanants St","3 bedrooms apartment for sale in Vardanants St, Center, Yerevan, 81327","110,000",10,1,40.17399790,3,76 sq. m.,newly repaired,10,44.52130350,"1,447",other,2.8 m
"Yerevan, Center, Tigran Mets Ave","4 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 95935","89,000",5,1,40.16585860,4,96 sq. m.,newly repaired,3,44.51317130,927,stone,3 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 83738","95,000",10,1,40.16985070,3,80 sq. m.,good,2,44.51795600,"1,188",panel,2.8 m
"Yerevan, Center, Tumanyan St","3 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 81925","123,000",6,1,40.18295080,3,80 sq. m.,newly repaired,5,44.51666210,"1,538",stone,2.8 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 80082","85,000",10,1,40.17133660,3,79 sq. m.,good,7,44.51773610,"1,076",panel,2.8 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 92670","89,000",16,1,40.16976580,3,97 sq. m.,good,4,44.51714200,918,panel,2.8 m
"Yerevan, Center, Glinka St","4 bedrooms apartment for sale in Glinka St, Center, Yerevan, 95174","88,000",6,1,40.16003710,4,82 sq. m.,good,2,44.50885530,"1,073",stone,3.2 m
"Yerevan, Center, Vardanants St","1 bedrooms apartment for sale in Vardanants St, Center, Yerevan, 94686","79,000",10,1,40.17913580,1,42 sq. m.,newly repaired,10,44.51842490,"1,881",panel,3 m
"Yerevan, Center, Chaykovski St","2 bedrooms apartment for sale in Chaykovski St, Center, Yerevan, 92269","152,000",4,1,40.17478200,2,49 sq. m.,newly repaired,2,44.51747250,"3,102",stone,3 m
"Yerevan, Center, Pushkin St","3 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 66379","110,000",10,1,40.18533380,3,73 sq. m.,good,6,44.50928060,"1,507",panel,2.8 m
"Yerevan, Center, E. Qochar St","2 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 95653","85,000",13,1,40.17190850,2,53 sq. m.,newly repaired,5,44.51948220,"1,604",panel,2.6 m
"Yerevan, Center, M.Khorenatsi St","2 bedrooms apartment for sale in new construction in M.Khorenatsi St, Center, Yerevan, 80348","90,000",12,1,40.16917330,2,78 sq. m.,newly repaired,12,44.51345530,"1,154",monolit,2.8 m
"Yerevan, Center, Tpagrichner St","3 bedrooms apartment for sale in Tpagrichner St, Center, Yerevan, 89390","102,000",4,1,40.17721700,3,78 sq. m.,good,3,44.52006900,"1,308",stone,3 m
"Yerevan, Center, Hanrapetutyan St","4 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 81979","200,000",9,2,40.17789730,4,150 sq. m.,newly repaired,5,44.51898760,"1,333",panel,2.8 m
"Yerevan, Center, Tpagrichner St","3 bedrooms apartment for sale in Tpagrichner St, Center, Yerevan, 97796","179,000",4,1,40.17721700,3,74 sq. m.,newly repaired,2,44.52006900,"2,419",stone,2.8 m
"Yerevan, Center, Argishti St","3 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 51667","119,000",14,1,40.17396190,3,95 sq. m.,newly repaired,6,44.50324050,"1,253",monolit,3 m
"Yerevan, Center, NarDos St","3 bedrooms apartment for sale in new construction in NarDos St, Center, Yerevan, 93992","165,000",10,1,40.16551050,3,106 sq. m.,newly repaired,4,44.51124030,"1,557",monolit,2.8 m
"Yerevan, Center, Vardanants St","2 bedrooms apartment for sale in Vardanants St, Center, Yerevan, 83491","95,000",10,1,40.17399790,2,44 sq. m.,newly repaired,4,44.52130350,"2,159",panel,2.8 m
"Yerevan, Center, Mashtots Ave","2 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 73462","105,000",5,1,40.17893480,2,57 sq. m.,newly repaired,4,44.50484810,"1,842",stone,2.8 m
"Yerevan, Center, M.Khorenatsi St","3 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 66990","96,500",4,1,40.15737770,3,78 sq. m.,newly repaired,2,44.51893000,"1,237",stone,2.8 m
"Yerevan, Center, Buzand St","2 bedrooms apartment for sale in Buzand St, Center, Yerevan, 92989","95,000",6,1,40.17576700,2,45 sq. m.,newly repaired,2,44.51769260,"2,111",stone,2.8 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 91833","96,500",5,1,40.19399610,2,54 sq. m.,good,5,44.50903780,"1,787",monolit,3 m
"Yerevan, Center, Buzand St","2 bedrooms apartment for sale in Buzand St, Center, Yerevan, 72489","90,000",5,1,40.17598270,2,62 sq. m.,good,5,44.51744150,"1,452",stone,2.8 m
"Yerevan, Center, Aram St","2 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 91688","160,000",14,1,40.18390200,2,60 sq. m.,newly repaired,9,44.50749370,"2,667",monolit,3 m
"Yerevan, Center, Amiryan St","2 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 83654","112,000",16,1,40.18104050,2,68 sq. m.,good,8,44.50707150,"1,647",panel,2.8 m
"Yerevan, Center, Koghbatsi St","3 bedrooms apartment for sale in Koghbatsi St, Center, Yerevan, 88931","143,000",11,1,40.17947920,3,70 sq. m.,newly repaired,2,44.50814890,"2,043",panel,2.8 m
"Yerevan, Center, G.Lusavorich St","3 bedrooms apartment for sale in G.Lusavorich St, Center, Yerevan, 79731","100,000",5,1,40.17216040,3,79 sq. m.,good,2,44.50725260,"1,266",stone,2.6 m
"Yerevan, Center, Paronyan St","3 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 86462","105,000",9,1,40.18333300,3,100 sq. m.,good,6,44.51666700,"1,050",monolit,2.8 m
"Yerevan, Center, Buzand St","1 bedrooms apartment for sale in new construction in Buzand St, Center, Yerevan, 69852","148,000",15,1,40.17598270,1,50 sq. m.,good,3,44.51744150,"2,960",monolit,3 m
"Yerevan, Center, Argishti St","4 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 88996","110,000",14,2,40.17394560,4,105 sq. m.,good,3,44.50233270,"1,048",monolit,3 m
"Yerevan, Center, Vardanants St","3 bedrooms apartment for sale in Vardanants St, Center, Yerevan, 80197","100,000",5,1,40.17111590,3,69 sq. m.,good,1,44.52144710,"1,449",stone,3.2 m
"Yerevan, Center, Nalbandyan St","3 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 91244","125,000",5,1,40.18157340,3,72 sq. m.,good,3,44.52004900,"1,736",stone,2.8 m
"Yerevan, Center, Hanrapetutyan St","2 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 94776","130,000",4,1,40.17789730,2,80 sq. m.,zero condition,2,44.51898760,"1,625",other,3 m
"Yerevan, Center, D. Demirchyan St","3 bedrooms apartment for sale in D. Demirchyan St, Center, Yerevan, 92918","100,000",6,1,40.18924260,3,92 sq. m.,newly repaired,6,44.50756720,"1,087",stone,3 m
"Yerevan, Center, Amiryan St","2 bedrooms apartment for sale in new construction in Amiryan St, Center, Yerevan, 79105","100,000",11,1,40.17909230,2,52 sq. m.,zero condition,4,44.51076200,"1,923",monolit,2.8 m
"Yerevan, Center, Kajaznuni St","4 bedrooms apartment for sale in Kajaznuni St, Center, Yerevan, 88431","110,000",9,1,40.16859790,4,102 sq. m.,good,2,44.52029240,"1,078",panel,2.8 m
"Yerevan, Center, Tigran Mets Ave","3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 95337","90,000",5,1,40.16411580,3,72 sq. m.,good,3,44.51264010,"1,250",stone,2.8 m
"Yerevan, Center, Aram St","2 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 65248","130,000",14,1,40.17608940,2,58 sq. m.,good,3,44.51856120,"2,241",monolit,3.2 m
"Yerevan, Center, Paronyan St","2 bedrooms apartment for sale in new construction in Paronyan St, Center, Yerevan, 97702","107,000",14,1,40.18113120,2,81 sq. m.,zero condition,13,44.49921090,"1,321",monolit,3 m
"Yerevan, Center, Tumanyan St","3 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 78273","120,000",6,1,40.18067270,3,97 sq. m.,newly repaired,6,44.51981820,"1,237",stone,2.8 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 84611","153,000",14,1,40.19399610,2,69 sq. m.,newly repaired,6,44.50903780,"2,217",monolit,3 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 91316","153,000",6,1,40.19349430,2,79 sq. m.,good,3,44.50991460,"1,937",monolit,3 m
"Yerevan, Center, Baghramyan Ave 1 alley","2 bedrooms apartment for sale in Baghramyan Ave 1 alley, Center, Yerevan, 67641","110,000",9,1,40.19090160,2,65 sq. m.,newly repaired,2,44.51234220,"1,692",panel,3 m
"Yerevan, Center, Antarayin St","1 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 92385","110,000",5,1,40.19349430,1,48 sq. m.,newly repaired,1,44.50991460,"2,292",monolit,3 m
"Yerevan, Center, Aygestan 10 St","3 bedrooms apartment for sale in Aygestan 10 St, Center, Yerevan, 73505","103,000",9,1,40.17935590,3,100 sq. m.,newly repaired,4,44.52910240,"1,030",monolit,3.2 m
"Yerevan, Center, NarDos St","3 bedrooms apartment for sale in NarDos St, Center, Yerevan, 80040","110,000",5,1,40.16602170,3,90 sq. m.,newly repaired,4,44.51694160,"1,222",stone,2.8 m
"Yerevan, Center, D. Demirchyan St","2 bedrooms apartment for sale in D. Demirchyan St, Center, Yerevan, 71798","125,000",5,1,40.18774640,2,68 sq. m.,newly repaired,5,44.50774400,"1,838",stone,3 m
"Yerevan, Center, Pushkin St","1 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 94099","102,000",9,1,40.18559280,1,40 sq. m.,newly repaired,7,44.50889590,"2,550",panel,2.8 m
"Yerevan, Center, H. Shahinyan St","3 bedrooms apartment for sale in H. Shahinyan St, Center, Yerevan, 70093","95,000",4,1,40.17392830,3,80 sq. m.,good,1,44.52349490,"1,188",stone,3 m
"Yerevan, Center, Paronyan St","2 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 70108","90,000",4,1,40.17792330,2,64 sq. m.,newly repaired,4,44.50293650,"1,406",stone,3 m
"Yerevan, Center, Argishti St","3 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 76385","104,000",12,1,40.17396190,3,94 sq. m.,newly repaired,10,44.50324050,"1,106",monolit,3 m
"Yerevan, Center, Arshakunyats Ave","4 bedrooms apartment for sale in Arshakunyats Ave, Center, Yerevan, 45805","115,000",4,1,40.16993060,4,104 sq. m.,good,2,44.50778540,"1,106",other,2.8 m
"Yerevan, Center, Koghbatsi St","3 bedrooms apartment for sale in Koghbatsi St, Center, Yerevan, 75015","123,000",10,1,40.17883160,3,91 sq. m.,zero condition,6,44.50734090,"1,352",panel,2.8 m
