address,description,price,building_total_floors,num_bathrooms,lat,num_rooms,area,condition,floor,lng,price_sqm,building_type,ceiling_height
"Yerevan, Center, Moskovyan St","3 bedrooms apartment for sale in Moskovyan St, Center, Yerevan, 87800","125,000",6,2,40.18800010,3,96 sq. m.,newly repaired,5,44.51757650,"1,302",stone,2.8 m
"Yerevan, Davtashen, Davtashen 2 district","3 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 94113","70,000",9,1,40.22548810,3,96 sq. m.,good,5,44.49465770,729,panel,2.8 m
"Yerevan, Center, Bryusov St","3 bedrooms apartment for sale in Bryusov St, Center, Yerevan, 53532","120,000",3,1,40.16791800,3,85 sq. m.,newly repaired,3,44.50443090,"1,412",stone,2.8 m
"Yerevan, Center, Tumanyan St","3 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 87146","143,000",9,1,40.18333300,3,78 sq. m.,newly repaired,5,44.51666700,"1,833",panel,2.8 m
"Yerevan, Center, D. Demirchyan St","3 bedrooms apartment for sale in D. Demirchyan St, Center, Yerevan, 80868","110,000",15,1,40.18774640,3,96 sq. m.,good,1,44.50774400,"1,146",panel,2.8 m
"Yerevan, Davtashen, Petrosyan St","3 bedrooms apartment for sale in Petrosyan St, Davtashen, Yerevan, 74703","87,000",9,1,40.22251750,3,96 sq. m.,newly repaired,2,44.49525120,906,panel,2.8 m
"Yerevan, Center, Saryan St","3 bedrooms apartment for sale in Saryan St, Center, Yerevan, 82768","150,000",6,1,40.18586440,3,69 sq. m.,newly repaired,5,44.50718050,"2,174",stone,3.2 m
"Yerevan, Center, Lalayants st","3 bedrooms apartment for sale in Lalayants st, Center, Yerevan, 63908","145,000",12,1,40.17918570,3,67 sq. m.,newly repaired,5,44.49910290,"2,164",panel,2.8 m
"Yerevan, Center, Mashtots Ave","3 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 93037","158,000",5,1,40.18023110,3,75 sq. m.,good,3,44.50610230,"2,107",stone,2.8 m
"Yerevan, Arabkir, Kievyan St","2 bedrooms apartment for sale in Kievyan St, Arabkir, Yerevan, 87321","87,000",4,1,40.19329060,2,64 sq. m.,newly repaired,4,44.48482010,"1,359",stone,3.2 m
"Yerevan, Center, Teryan St","2 bedrooms apartment for sale in Teryan St, Center, Yerevan, 81618","150,000",8,1,40.18577130,2,70 sq. m.,good,6,44.51908610,"2,143",other,2.8 m
"Yerevan, Center, Lalayants st","3 bedrooms apartment for sale in Lalayants st, Center, Yerevan, 29537","140,000",11,1,40.17918570,3,83 sq. m.,newly repaired,5,44.49910290,"1,687",panel,2.8 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 91600","153,000",6,1,40.19349430,2,79 sq. m.,zero condition,3,44.50991460,"1,937",monolit,3 m
"Yerevan, Center, Aram St","2 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 90367","155,000",10,1,40.18372880,2,43 sq. m.,newly repaired,8,44.50799540,"3,605",monolit,3 m
"Yerevan, Arabkir, Mamikoniants St","4 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 86931","107,000",9,1,40.18333300,4,87 sq. m.,newly repaired,5,44.51666700,"1,230",panel,2.8 m
"Yerevan, Arabkir, Mamikoniants St","2 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 95370","90,000",5,1,40.20901580,2,68 sq. m.,newly repaired,1,44.51964760,"1,324",other,3 m
"Yerevan, Arabkir, V.Papazyan St","2 bedrooms apartment for sale in new construction in V.Papazyan St, Arabkir, Yerevan, 95614","72,000",15,1,40.20612430,2,45 sq. m.,newly repaired,2,44.50068530,"1,600",other,2.8 m
"Yerevan, Center, Mashtots Ave","2 bedrooms apartment for sale in new construction in Mashtots Ave, Center, Yerevan, 96509","145,000",13,1,40.17710640,2,40 sq. m.,newly repaired,12,44.50279300,"3,625",monolit,3 m
"Yerevan, Arabkir, Baghramyan av(Arabkir)","3 bedrooms apartment for sale in Baghramyan av(Arabkir), Arabkir, Yerevan, 95573","112,000",4,1,40.19223710,3,73 sq. m.,newly repaired,3,44.50416570,"1,534",stone,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","4 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 87719","95,000",16,2,40.22548810,4,82 sq. m.,newly repaired,12,44.49465770,"1,159",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 93409","80,000",9,1,40.22548810,3,93 sq. m.,good,7,44.49465770,860,panel,2.8 m
"Yerevan, Davtashen, Davtashen 3 district","3 bedrooms apartment for sale in Davtashen 3 district, Davtashen, Yerevan, 93266","85,000",9,1,40.22548810,3,72 sq. m.,newly repaired,5,44.49465770,"1,181",panel,2.8 m
"Yerevan, Center, Tumanyan St","2 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 90370","106,000",11,1,40.18295080,2,66 sq. m.,newly repaired,11,44.51666210,"1,606",panel,2.8 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in Antarayin St, Center, Yerevan, 87495","109,000",5,1,40.19349430,2,65 sq. m.,zero condition,3,44.50991460,"1,677",monolit,3.2 m
"Yerevan, Arabkir, Azatutyan Ave","2 bedrooms apartment for sale in Azatutyan Ave, Arabkir, Yerevan, 86601","70,000",5,1,40.20288350,2,69 sq. m.,good,3,44.52340380,"1,014",stone,3.2 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 90613","65,000",16,1,40.22383240,2,63 sq. m.,good,13,44.50563380,"1,032",monolit,3 m
"Yerevan, Davtashen, Davtashen 4 district","2 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 96300","67,000",14,1,40.22548810,2,57 sq. m.,zero condition,6,44.49465770,"1,175",monolit,3 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 94490","64,000",9,2,40.21593520,3,78 sq. m.,good,1,44.48020140,821,panel,2.8 m
"Yerevan, Center, M.Khorenatsi St","4 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 54272","175,000",5,2,40.17876150,4,97 sq. m.,newly repaired,5,44.50654560,"1,804",stone,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","3 bedrooms apartment for sale in A. Khachatrian St, Arabkir, Yerevan, 69122","87,000",9,1,40.20265740,3,82 sq. m.,newly repaired,2,44.49116790,"1,061",panel,2.8 m
"Yerevan, Center, Hanrapetutyan St","3 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 92620","175,000",5,2,40.17896840,3,90 sq. m.,newly repaired,4,44.52174940,"1,944",stone,3.2 m
"Yerevan, Center, Baghramyan Ave (Kentron)","2 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 95854","140,000",9,1,40.19223710,2,67 sq. m.,newly repaired,3,44.50416570,"2,090",panel,2.8 m
"Yerevan, Center, Amiryan St","2 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 95308","135,000",16,1,40.18104050,2,64 sq. m.,newly repaired,7,44.50707150,"2,109",panel,2.8 m
"Yerevan, Center, Lalayants st","3 bedrooms apartment for sale in Lalayants st, Center, Yerevan, 63903","145,000",12,1,40.17918570,3,65 sq. m.,newly repaired,6,44.49910290,"2,231",panel,2.8 m
"Yerevan, Center, Aram St","2 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 17961","160,000",15,1,40.18011520,2,55 sq. m.,newly repaired,11,44.51284650,"2,909",monolit,3 m
"Yerevan, Davtashen, Davtashen 1 district","4 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 94521","75,000",9,1,40.21593520,4,97 sq. m.,newly repaired,9,44.48020140,773,panel,2.8 m
"Yerevan, Center, Aram St","2 bedrooms apartment for sale in Aram St, Center, Yerevan, 65423","150,000",15,1,40.18005193,2,57 sq. m.,newly repaired,3,44.50048628,"2,632",other,3.2 m
"Yerevan, Center, Baghramyan Ave 1 blind end","3 bedrooms apartment for sale in Baghramyan Ave 1 blind end, Center, Yerevan, 95244","122,000",9,1,40.18895350,3,95 sq. m.,good,1,44.51313930,"1,284",panel,2.8 m
"Yerevan, Center, Nalbandyan St","4 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 90749","140,000",5,1,40.18157340,4,125 sq. m.,good,1,44.52004900,"1,120",stone,2.8 m
"Yerevan, Davtashen, Davtashen 3 district","4 bedrooms apartment for sale in Davtashen 3 district, Davtashen, Yerevan, 97546","78,000",9,1,40.21890220,4,112 sq. m.,good,6,44.48309550,696,panel,2.8 m
"Yerevan, Arabkir, Arabkir 17 St","3 bedrooms apartment for sale in Arabkir 17 St, Arabkir, Yerevan, 90723","73,000",9,1,40.20261100,3,77 sq. m.,newly repaired,9,44.50799000,948,panel,2.8 m
"Yerevan, Center, Aram St","2 bedrooms apartment for sale in Aram St, Center, Yerevan, 74810","125,000",4,1,40.18011520,2,56 sq. m.,newly repaired,3,44.51284650,"2,232",stone,2.8 m
"Yerevan, Center, Tigran Mets Ave","3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 97345","123,000",5,1,40.16585860,3,106 sq. m.,newly repaired,5,44.51317130,"1,160",stone,3 m
"Yerevan, Center, Teryan St","2 bedrooms apartment for sale in new construction in Teryan St, Center, Yerevan, 80889","180,000",9,1,40.18561980,2,60 sq. m.,newly repaired,5,44.51789500,"3,000",other,2.8 m
"Yerevan, Center, Amiryan St","2 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 93688","150,000",5,1,40.17856850,2,46 sq. m.,newly repaired,2,44.51052330,"3,261",stone,3.2 m
"Yerevan, Center, Tumanyan St","3 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 84220","140,000",5,1,40.18645140,3,90 sq. m.,good,5,44.51141400,"1,556",other,2.8 m
"Yerevan, Arabkir, V.Vagharshyan St","3 bedrooms apartment for sale in V.Vagharshyan St, Arabkir, Yerevan, 67827","87,000",17,1,40.20171710,3,65 sq. m.,good,4,44.49946900,"1,338",other,2.8 m
"Yerevan, Center, Mashtots Ave","5 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 93951","164,000",5,1,40.19022140,5,118 sq. m.,good,5,44.51832900,"1,390",stone,3 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 93625","72,000",9,1,40.22029900,3,96 sq. m.,good,4,44.48818930,750,panel,2.8 m
"Yerevan, Arabkir, Arabkir 37 St","3 bedrooms apartment for sale in Arabkir 37 St, Arabkir, Yerevan, 79666","92,000",10,1,40.20168810,3,103 sq. m.,good,5,44.51116310,893,panel,2.8 m
"Yerevan, Davtashen, Sasna Tsrer St","2 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 89571","97,000",12,1,40.21208880,2,65 sq. m.,zero condition,8,44.49056890,"1,492",other,2.8 m
"Yerevan, Center, Tigran Mets Ave","3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 94665","135,000",5,1,40.16957070,3,80 sq. m.,newly repaired,3,44.51461730,"1,688",stone,3 m
"Yerevan, Center, Nalbandyan St","3 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 81438","140,000",10,1,40.18308980,3,80 sq. m.,newly repaired,6,44.52115370,"1,750",panel,3 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 95374","66,500",9,1,40.21647980,3,75 sq. m.,newly repaired,9,44.48017170,887,panel,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","2 bedrooms apartment for sale in Azatutyan Ave, Arabkir, Yerevan, 96135","73,000",5,1,40.20110640,2,45 sq. m.,newly repaired,2,44.52209950,"1,622",stone,3 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 82778","100,000",14,1,40.20579990,3,84 sq. m.,zero condition,14,44.50622590,"1,190",monolit,2.8 m
"Yerevan, Arabkir, Mamikoniants St","2 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 95918","90,000",5,1,40.20931700,2,68 sq. m.,newly repaired,1,44.51725870,"1,324",stone,3.2 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 93686","88,000",16,1,40.21951060,2,66 sq. m.,newly repaired,12,44.50057790,"1,333",monolit,3 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 63832","72,000",6,1,40.22548810,3,72 sq. m.,newly repaired,1,44.49465770,"1,000",panel,2.8 m
"Yerevan, Center, Baghramyan Ave (Kentron)","3 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 95571","132,000",5,1,40.19223710,3,75 sq. m.,good,2,44.50416570,"1,760",stone,3 m
"Yerevan, Center, Arshakunyats Ave","3 bedrooms apartment for sale in Arshakunyats Ave, Center, Yerevan, 89897","170,000",7,2,40.15088440,3,128 sq. m.,newly repaired,2,44.49809540,"1,328",stone,2.8 m
"Yerevan, Center, Koghbatsi St","3 bedrooms apartment for sale in Koghbatsi St, Center, Yerevan, 86760","185,000",11,1,40.18333300,3,100 sq. m.,newly repaired,9,44.51666700,"1,850",panel,2.8 m
"Yerevan, Davtashen, Davtashen 2 district","4 bedrooms apartment for sale in new construction in Davtashen 2 district, Davtashen, Yerevan, 86467","99,000",6,2,40.18333300,4,107 sq. m.,newly repaired,2,44.51666700,925,monolit,3 m
"Yerevan, Arabkir, Mamikoniants St","4 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 79766","82,000",14,1,40.20931700,4,110 sq. m.,good,14,44.51725870,745,panel,2.8 m
"Yerevan, Center, Mashtots Ave","2 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 95016","158,000",6,1,40.18023110,2,65 sq. m.,newly repaired,5,44.50610230,"2,431",stone,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 76468","98,000",11,1,40.21292510,3,107 sq. m.,good,10,44.48036140,916,monolit,3.2 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 94385","85,000",10,1,40.19997140,3,73 sq. m.,good,2,44.49258560,"1,164",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 90083","102,000",12,1,40.22548810,3,98 sq. m.,newly repaired,3,44.49465770,"1,041",panel,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","2 bedrooms apartment for sale in Azatutyan Ave, Arabkir, Yerevan, 79684","77,000",5,1,40.20348710,2,86 sq. m.,good,5,44.52399100,895,stone,2.8 m
"Yerevan, Arabkir, N. Tigranyan St","3 bedrooms apartment for sale in N. Tigranyan St, Arabkir, Yerevan, 96415","66,000",5,1,40.20596090,3,57 sq. m.,good,4,44.52000720,"1,158",stone,2.8 m
"Yerevan, Davtashen, Davtashen 3 district","3 bedrooms apartment for sale in Davtashen 3 district, Davtashen, Yerevan, 79275","80,000",14,1,40.22548810,3,96 sq. m.,newly repaired,12,44.49465770,833,panel,2.8 m
"Yerevan, Center, Lalayants st","2 bedrooms apartment for sale in Lalayants st, Center, Yerevan, 68975","130,000",10,2,40.17918570,2,80 sq. m.,newly repaired,6,44.49910290,"1,625",panel,2.8 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 89258","123,000",6,1,40.19399610,2,60 sq. m.,good,2,44.50903780,"2,050",monolit,3.2 m
"Yerevan, Center, M.Khorenatsi St","2 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 89100","130,000",11,1,40.17319650,2,44 sq. m.,newly repaired,4,44.51122360,"2,955",panel,2.8 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 88707","125,000",15,1,40.19399610,2,65 sq. m.,zero condition,13,44.50903780,"1,923",monolit,3 m
"Yerevan, Center, Mashtots Ave","4 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 62885","130,000",4,1,40.18373100,4,100 sq. m.,good,3,44.51118620,"1,300",stone,2.6 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 93249","98,000",11,1,40.22548810,3,101 sq. m.,good,10,44.49465770,970,monolit,2.8 m
"Yerevan, Arabkir, V.Vagharshyan St","3 bedrooms apartment for sale in V.Vagharshyan St, Arabkir, Yerevan, 71776","90,000",16,1,40.20171710,3,80 sq. m.,newly repaired,10,44.49946900,"1,125",panel,2.8 m
"Yerevan, Davtashen, Davtashen 2 district","4 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 70858","102,000",9,1,40.22548810,4,96 sq. m.,newly repaired,5,44.49465770,"1,063",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 88041","99,000",16,1,40.22548810,3,82 sq. m.,newly repaired,12,44.49465770,"1,207",monolit,3 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 93618","77,000",9,1,40.22029900,3,98 sq. m.,good,4,44.48818930,786,panel,2.8 m
"Yerevan, Center, Saryan St","3 bedrooms apartment for sale in Saryan St, Center, Yerevan, 81675","125,000",8,1,40.18669500,3,94 sq. m.,good,6,44.50854000,"1,330",stone,2.8 m
"Yerevan, Center, Argishti St","3 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 84796","180,000",14,1,40.17398220,3,120 sq. m.,newly repaired,11,44.50422630,"1,500",monolit,3 m
"Yerevan, Center, Sayat-Nova Ave","3 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 75638","185,000",12,1,40.18028200,3,100 sq. m.,newly repaired,5,44.52216260,"1,850",monolit,3 m
"Yerevan, Center, Nalbandyan St","2 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 91580","143,000",5,1,40.18157340,2,70 sq. m.,newly repaired,3,44.52004900,"2,043",stone,2.8 m
"Yerevan, Center, Hanrapetutyan St","3 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 87979","200,000",4,1,40.17773340,3,110 sq. m.,newly repaired,4,44.51917400,"1,818",stone,3.2 m
"Yerevan, Davtashen, Davtashen 3 district","3 bedrooms apartment for sale in Davtashen 3 district, Davtashen, Yerevan, 72380","73,000",9,1,40.22548810,3,74 sq. m.,good,7,44.49465770,986,panel,2.8 m
"Yerevan, Center, Antarayin St","1 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 87604","100,000",5,1,40.19349430,1,48 sq. m.,newly repaired,1,44.50991460,"2,083",monolit,2.8 m
"Yerevan, Arabkir, Adonts St","4 bedrooms apartment for sale in Adonts St, Arabkir, Yerevan, 94615","85,000",3,1,40.21441100,4,111 sq. m.,newly repaired,3,44.51731390,766,stone,2.8 m
"Yerevan, Arabkir, Baghramyan av(Arabkir)","4 bedrooms apartment for sale in Baghramyan av(Arabkir), Arabkir, Yerevan, 19237","90,000",3,1,40.19223710,4,98 sq. m.,newly repaired,3,44.50416570,918,stone,3 m
"Yerevan, Arabkir, Babayan St","3 bedrooms apartment for sale in Babayan St, Arabkir, Yerevan, 82080","90,000",9,1,40.19889410,3,78 sq. m.,newly repaired,1,44.52025200,"1,154",panel,2.8 m
"Yerevan, Center, Saryan St","4 bedrooms apartment for sale in Saryan St, Center, Yerevan, 57887","200,000",5,2,40.18723190,4,165 sq. m.,newly repaired,5,44.50995240,"1,212",stone,2.8 m
"Yerevan, Arabkir, Babayan St","3 bedrooms apartment for sale in Babayan St, Arabkir, Yerevan, 97016","71,000",9,1,40.19997990,3,73 sq. m.,good,7,44.51362610,973,panel,2.8 m
"Yerevan, Davtashen, Davtashen 1 district","4 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 69726","97,000",9,1,40.21593520,4,118 sq. m.,good,1,44.48020140,822,panel,2.8 m
"Yerevan, Davtashen, Davtashen 2 district","4 bedrooms apartment for sale in new construction in Davtashen 2 district, Davtashen, Yerevan, 82800","100,000",15,2,40.22548810,4,117 sq. m.,zero condition,3,44.49465770,855,monolit,2.8 m
"Yerevan, Arabkir, Shahsuvaryan St","3 bedrooms apartment for sale in Shahsuvaryan St, Arabkir, Yerevan, 75026","60,000",9,1,40.20791030,3,76 sq. m.,good,1,44.52337150,789,panel,2.8 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 49661","69,000",6,1,40.20931700,3,72 sq. m.,good,1,44.51725870,958,stone,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 90230","105,000",15,1,40.22548810,3,85 sq. m.,newly repaired,8,44.49465770,"1,235",monolit,3 m
"Yerevan, Arabkir, Hr.Kochar St","2 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 64378","72,000",5,1,40.19874470,2,60 sq. m.,newly repaired,5,44.49594380,"1,200",stone,2.8 m
"Yerevan, Davtashen, Mikoyan St","3 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 90618","80,000",12,1,40.22383240,3,88 sq. m.,zero condition,12,44.50563380,909,monolit,3 m
"Yerevan, Arabkir, Sundukyan St","3 bedrooms apartment for sale in Sundukyan St, Arabkir, Yerevan, 88525","85,000",12,1,40.19740960,3,75 sq. m.,newly repaired,10,44.49457260,"1,133",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 78944","93,000",9,1,40.22548810,3,96 sq. m.,newly repaired,4,44.49465770,969,panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 74735","107,000",12,1,40.22548810,3,96 sq. m.,newly repaired,10,44.49465770,"1,115",monolit,3.2 m
"Yerevan, Arabkir, A. Khachatrian St","3 bedrooms apartment for sale in A. Khachatrian St, Arabkir, Yerevan, 79266","73,000",5,1,40.20213220,3,83 sq. m.,good,1,44.49076620,880,stone,2.8 m
"Yerevan, Center, Sayat-Nova Ave","2 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 76606","115,000",12,1,40.18237650,2,52 sq. m.,newly repaired,7,44.51956170,"2,212",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 83019","75,000",9,1,40.22548810,3,95 sq. m.,good,7,44.49465770,789,panel,2.8 m
"Yerevan, Arabkir, Tolbughin St","3 bedrooms apartment for sale in Tolbughin St, Arabkir, Yerevan, 93741","74,000",4,1,40.18720230,3,64 sq. m.,newly repaired,1,44.51520900,"1,156",stone,2.8 m
"Yerevan, Center, Mashtots Ave","4 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 87100","130,000",5,1,40.18333300,4,100 sq. m.,good,4,44.51666700,"1,300",stone,2.8 m
"Yerevan, Arabkir, Sundukyan St","3 bedrooms apartment for sale in Sundukyan St, Arabkir, Yerevan, 84838","85,000",12,1,40.19903860,3,75 sq. m.,newly repaired,10,44.49938970,"1,133",panel,2.8 m
"Yerevan, Davtashen, Dzor 1 district","3 bedrooms apartment for sale in new construction in Dzor 1 district, Davtashen, Yerevan, 80907","70,000",4,2,40.22383240,3,86 sq. m.,newly repaired,4,44.50563380,814,monolit,3.2 m
"Yerevan, Arabkir, Mamikoniants St","2 bedrooms apartment for sale in new construction in Mamikoniants St, Arabkir, Yerevan, 70707","85,000",19,1,40.20948740,2,70 sq. m.,newly repaired,13,44.51058680,"1,214",monolit,3.2 m
"Yerevan, Davtashen, Davtashen 4 district","4 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 82035","108,000",15,2,40.22548810,4,117 sq. m.,good,3,44.49465770,923,monolit,3.2 m
"Yerevan, Davtashen, Dzor 1 district","3 bedrooms apartment for sale in new construction in Dzor 1 district, Davtashen, Yerevan, 80905","80,000",4,2,40.22383240,3,86 sq. m.,newly repaired,3,44.50563380,930,monolit,3.2 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 87556","110,000",12,1,40.17133660,3,95 sq. m.,newly repaired,3,44.51773610,"1,158",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 79019","105,000",11,1,40.22548810,3,96 sq. m.,newly repaired,10,44.49465770,"1,094",monolit,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 76211","98,000",11,1,40.22548810,3,101 sq. m.,newly repaired,10,44.49465770,970,monolit,3 m
"Yerevan, Davtashen, Davtashen 3 district","3 bedrooms apartment for sale in Davtashen 3 district, Davtashen, Yerevan, 94075","97,000",9,2,40.22548810,3,95 sq. m.,newly repaired,2,44.49465770,"1,021",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 95768","87,000",11,1,40.22548810,3,90 sq. m.,newly repaired,9,44.49465770,967,monolit,3 m
"Yerevan, Arabkir, Sundukyan St","2 bedrooms apartment for sale in Sundukyan St, Arabkir, Yerevan, 90505","95,000",5,1,40.19684870,2,149 sq. m.,good,5,44.49490520,638,stone,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","3 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 79188","78,000",5,1,40.19969010,3,80 sq. m.,good,4,44.49944010,975,stone,3 m
"Yerevan, Arabkir, Shirvanzade St","3 bedrooms apartment for sale in Shirvanzade St, Arabkir, Yerevan, 89304","88,000",5,1,40.20711680,3,73 sq. m.,good,3,44.52533790,"1,205",stone,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 91719","73,000",5,1,40.20380600,3,54 sq. m.,good,3,44.50184030,"1,352",stone,2.8 m
"Yerevan, Center, Tumanyan St","3 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 75760","153,000",10,1,40.18593300,3,93 sq. m.,newly repaired,8,44.51215360,"1,645",panel,2.8 m
"Yerevan, Arabkir, Aghbyur Serob St","3 bedrooms apartment for sale in Aghbyur Serob St, Arabkir, Yerevan, 92904","79,000",16,1,40.19877923,3,90 sq. m.,good,11,44.50619277,878,panel,3 m
"Yerevan, Arabkir, Sundukyan St","2 bedrooms apartment for sale in Sundukyan St, Arabkir, Yerevan, 89230","85,000",7,1,40.19773420,2,74 sq. m.,newly repaired,4,44.49505820,"1,149",stone,2.8 m
"Yerevan, Center, M.Khorenatsi St","3 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 88434","180,000",5,1,40.16917330,3,97 sq. m.,newly repaired,4,44.51345530,"1,856",stone,3.2 m
"Yerevan, Center, Mashtots Ave","3 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 55553","150,000",5,1,40.18373100,3,90 sq. m.,newly repaired,5,44.51118620,"1,667",stone,2.6 m
